"During the 2017 French legislative election , the FN received 13.02 % of the vote , which represented a disappointment compared to the 13.07 % of the 2012 elections .","The FN received 33.9 % of the votes in the 2017 French presidential election , making it the largest Eurosceptic party in France .","In the 2014 European Parliament election in France , the National Front won the elections with 24.85 % of the vote , a swing of 18.55 % , winning 24 seats , up from 3 previously .","The next year , it scored 4.1 % in the 1993 French legislative election while all of the ecologist votes represented 11 % .","Le Pen came fourth in the election with 11 % of the vote , and the party won no seats in the 2007 French legislative election .","On 24 May 2014 , the FN won the 2014 European Parliament election in France , with 24.90 % of the vote ."
"While the conference was ongoing , Nguyễn Ái Quốc was already delivering speeches on the prospects of Bolshevism in Asia and was attempting to persuade French Socialists to join Lenin ' s Communist International .Brett Reilly review of "" Embers of War : The Fall of an Empire and the Making of America 's Vietnam "" by Fredrik Logevall , Journal of Vietnamese Studies 11.1 ( 2016 ) , 147.r","De Gaulle had intended to hold on to France 's Indochina colony , ordering the parachuting of French agents and arms into Indochina in late 1944 and early 1945 with orders to attack the Japanese as American troops hit the beaches.Karnow pp. 143-4 Although de Gaulle had moved quickly to consolidate French control of the territory during his brief first tenure as president in the 1940s , the communist Vietminh under Ho Chi Minh began a determined campaign for independence from 1946 onwards .","In December 1920 , Quốc ( Ho ) became a representative to the Congress of Tours of the Socialist Party of France , voted for the Third International and was a founding member of the French Communist Party .","In response to President Ngo Dinh Diem ' s abrogation of the 1956 reunification election and suppression of communists during the late 1950s , Hanoi had begun sending arms and material to the Vietcong ( VC ) , who were fighting an insurgency to topple the American-supported Saigon government.Karnow , pps .","The communist movement in Cambodia and Vietnam began before World War II with the founding of the Indochinese Communist Party ( ICP ) , almost exclusively dominated by the Vietnamese , originally meant to fight French colonial rule in Indochina .Morris , p .","Subjects ' studies included the exploitation by American imperialism of workers in other countries , the glory of labor , the inevitable victory of Vietnam , led by the Communist Party of Vietnam , over the U.S. , and the generosity of the new government toward the "" rebels "" ( those who fought on the other side during the war ) ."
"On 14 July 2012 , President François Hollande announced that Jospin would lead a commission on deontology and ethics in French political life .",Jospin was First Secretary of the Socialist Party from 1995 to 1997 and the party 's candidate for President of France in the 1995 French presidential election and 2002 French presidential election .,"In 2006 , Jospin made it known that he was available to be the Socialist candidate for the 2007 French presidential election , but when Ségolène Royal became ascendant in the polls , he declined to enter the 2006 French Socialist Party presidential primary in order not to "" divide the party .","Five years after volunteering as a student to work for François Mitterrand ' s ultimately unsuccessful campaign in the 1974 French presidential election , Hollande joined the Socialist Party .","Hollande pleaded for reconciliation and for the party to unite behind Jacques Delors , the President of the European Commission , but Delors renounced his ambitions to run for the French presidency in 1995 French presidential election .",The immediate resignation of Jospin from politics following his shock defeat by far-right candidate Jean-Marie Le Pen in the first round of the 2002 French presidential election forced Hollande to become the public face of the party for the 2002 French legislative election .
"After this campaign , Augustin Robespierre sent Bonaparte on a mission to the Republic of Genoa to determine that country 's intentions towards France.Patrice Gueniffey , "" Bonaparte : 1769-1802 "" ( Harvard UP , 2015 ) , pp. 137-59 .","Napoleon was born the same year the Republic of Genoa , a former commune of Italy , Napoleon 's parents fought against the French to maintain independence even when Maria was pregnant with him .","In July 1793 , Bonaparte published a pro-republican pamphlet entitled "" Le souper de Beaucaire "" ( Supper at Beaucaire ) which gained him the support of Augustin Robespierre , younger brother of the Revolutionary leader Maximilien Robespierre .","He next entered into relations with the family of Napoleon Bonaparte , and in 1799 , after the coup of 18 Brumaire , again entered politics , becoming successively "" préfet "" of the Seine-Inférieure "" département "" , member of the "" Conseil d 'État "" , and finance minister to Jérôme Bonaparte , Kingdom of Westphalia , during the First French Empire .","The leaders of the Directory in Paris feared Napoleon Bonaparte ' s popularity after his victories in Italy , so they were relieved when he proposed to depart France and mount an expedition to Egypt to gain further glory .","In 1815 he gave his support to Joachim Murat and his Neapolitan anti- Austrian Empire expedition : after the latter 's fall , he escaped to France , and then proceeded to Geneva , where he began teaching a course of jurisprudence applied to Roman law , the success of which gained him the unusual honour of naturalization as a citizen of Geneva ."
"French Prime Minister Manuel Valls said in January 2015 following the "" Charlie Hebdo "" shooting "" It is very important to make clear to people that Islam has nothing to do with ISIS .","In the wake of the "" Jyllands-Posten "" Muhammad cartoons controversy , a group of 12 writers , including novelist Salman Rushdie and activist Ayaan Hirsi Ali , signed a manifesto entitled "" Together facing the new totalitarianism "" in the French weekly satirical newspaper "" Charlie Hebdo "" , warning against the use of the term Islamophobia to prevent criticism of "" Islamic totalitarianism .","After the deadly attacks against a satirical newspaper and a kosher supermarket in January 2015 , she traveled to Israel to represent France at the memorial services.Elaine Sciolino ( July 28 , 2015 ) , "" .","The next day , she called for the closure of all "" extremist "" mosques , a remark that was criticised by Prime Minister Bernard Cazeneuve , who accused her of attempting to "" capitalise "" on the incident .","In February 2015 , Dumas suggested Prime Minister Manuel Valls was probably acting under Jewish "" influence .",""" During an interview on BFM-TV , Dumas stated that the prime minister "" has personal alliances that mean he has prejudices ... Everyone knows he is married to someone really good but who has an influence on him , "" an apparent reference to Valls ' wife , Anne Gravoin , who is Jewish ."
"Just before the 2017 French presidential election , Žižek stated that one could not choose between Emmanuel Macron and Marine Le Pen , arguing that the neoliberalism of Macron just gives rise to neofascism anyway .","During the 1995 French presidential election , Chirac criticised the "" sole thought "" ( "" pensée unique "" ) of neoliberalism represented by his challenger on the right and promised to reduce the "" social fracture , "" placing himself more to the centre and thus forcing Balladur to radicalise himself .","During the 2017 French presidential election , the PCF supported Mélenchon 's candidature ; however , tensions between the PCF and Mélenchon 's movement , La France insoumise , have led the two movements to campaign separately for the general elections .","On 22 February 2017 , Bayrou announced that he would not contest the 2017 French presidential election , instead endorsing the centrist candidate Emmanuel Macron of En Marche ! .","Before the run-off took place , it was compared to the 2002 French presidential election , where the splintering of the left-wing vote similarly led to a run-off between the moderate Jacques Chirac and the far-right Jean-Marie Le Pen .","In 2016 Emmanuel Macron , a former member of the Socialist Party , launched La République En Marche ! , a liberal party , and was elected President of France in the 2017 French presidential election ."
"In November 2016 Patten was made a Commander of the Legion of Honour , and was presented with the award by the French Ambassador to the United Kingdom Sylvie Bermann at Kensington Palace Gardens .","A few days later she and her mother and brother attended the presentation by French president Valéry Giscard d 'Estaing of the Legion of Honor award to her aunt , Eunice Kennedy Shriver .Heymann , p .","His tenure as Ambassador to Paris was successful , and Lytton was afforded the rare tribute - especially for an Englishman - of a French state funeral in Paris .","From France he accepted the grand cordon of the Legion of Honour , and was later enabled to negotiate a loan .","In March 2011 , he was bestowed with the France Legion of Honour .",He is a Fellow of the American Academy of Arts and Sciences and in 1994 was named Chevalier in the National Order of the Legion of Honor by the Republic of France .
"In 2018 , he joined the Institut des sciences sociales , économiques et politiques ( Institute of Social , Economic and Political Sciences ) , founded by Marion Maréchal and Thibaut Monnier , in Lyon , France .",He studied at the Paris Institute of Political Studies ( better known as Sciences Po ) .,"Emmanuel Macron , a former member of the Socialist Party , launched La République En Marche ! in 2016 and was elected President of France the next year .","In 2016 Emmanuel Macron , a former member of the Socialist Party , launched La République En Marche ! , a liberal party , and was elected President of France in the 2017 French presidential election .","The public-private nature of Sciences Po , Paris , also distinguishes it from a network of institutes of political studies throughout the country that were inspired by its curriculum , but that do not enjoy the same level of autonomy and prestige , namely in Strasbourg , Lyon , Sciences Po Aix , Bordeaux , Grenoble Institute of Political Studies , Toulouse , Rennes and Sciences Po Lille .","He had his master 's degree in sociology of politics at the École Libre des Sciences Politiques in 1983 , Paris , France ."
"In July 2017 , he was invited to speak at the French National Assembly to the newly elected MPs of President Emmanuel Macron ' s victorious En Marche party , Campbell having met and advised Macron during the campaign .","A year later he was elected to the Académie française , and though he continued to speak frequently , he took no important share in party politics .","On 22 February 2017 , Bayrou announced that he would not contest the 2017 French presidential election , instead endorsing the centrist candidate Emmanuel Macron of En Marche ! .","Emmanuel Macron , a former member of the Socialist Party , launched La République En Marche ! in 2016 and was elected President of France the next year .","In 2016 Emmanuel Macron , a former member of the Socialist Party , launched La République En Marche ! , a liberal party , and was elected President of France in the 2017 French presidential election .","In 2012 , Hamon was elected to the National Assembly in Yveline 's 11th constituency , though he resigned after being appointed as junior minister for the Social Economy at the Ministry of the Economy , Finance , and External Trade by President François Hollande ."
"In October 2016 , French President François Hollande said : "" When the ( European ) Commission goes after Google or digital giants which do not pay the taxes they should in Europe , America takes offence .",The former French President François Hollande had called for the EU to be reformed and for a scaling back of its power .,He also criticised UK Prime Minister David Cameron and French president François Hollande for opposing the European Commission 's proposal to distribute asylum requests for migrants over all countries of the European Union .,"Hollande pleaded for reconciliation and for the party to unite behind Jacques Delors , the President of the European Commission , but Delors renounced his ambitions to run for the French presidency in 1995 French presidential election .",""" Accusing both candidates of surrendering to Europe and financial markets , she asked : "" Who between Francois Hollande and Nicolas Sarkozy will impose the austerity plan in the most servile way ? Who will submit the best to the instructions of the International Monetary Fund ( IMF ) , the European Central Bank ( ECB ) or the European Commission ? .","In May 2014 , Gabriel and France 's economy and digital minister Arnaud Montebourg sent the European Commissioner for Competition , Joaquín Almunia , a letter criticizing the settlement of a three-year antitrust probe into Google ; Aoife White ( May 23 , 2014 ) , "" ."
"During the 2017 French presidential election , the PCF supported Mélenchon 's candidature ; however , tensions between the PCF and Mélenchon 's movement , La France insoumise , have led the two movements to campaign separately for the general elections .","In 2016 Jean-Luc Mélenchon , formerly of the ICO , launched the left-wing political platform "" La France Insoumise ' "" ( Unbowed France ) subsequently endorsed by several parties , including his own Left Party and the French Communist Party .","Just before the 2017 French presidential election , Žižek stated that one could not choose between Emmanuel Macron and Marine Le Pen , arguing that the neoliberalism of Macron just gives rise to neofascism anyway .","Since 2009 the PCF has been a leading member of the Left Front ( "" Front de gauche "" ) , alongside Jean-Luc Mélenchon ' s Left Party ( PG ) .","While the French far-left ( LCR / New Anticapitalist Party , Lutte Ouvrière ) has refused to participate in government or engage in electoral alliances with centre-left parties such as the PS , the PCF has participated in governments in the past and still enjoys a "" de facto "" electoral agreement with the PS ( mutual withdrawals , the common practice since 1962 and in 1934-39 ) .","In the 2007 French presidential election , he supported the Union for a Popular Movement ( UMP ) candidate Nicolas Sarkozy , despite having been a minister in a socialist government , and being a member of the Radical Party of the Left ( PRG ) ."
"Writing at The Dahrendorf Forum , a joint project of the Hertie School of Governance ( Berlin ) and the London School of Economics , Forum fellow Alexandru Filip put the German Green party of 2018 in the same camp as Emmanuel Macron ' s French party ( see above ) and Albert Rivera ' s Spanish one ( see below ) .","The Italian Federation of the Greens , the French Greens , the German Alliance ' 90 / The Greens and both Belgian Green parties , the French-speaking Ecolo and the Dutch-speaking Agalev were part of government during the late 1990s .","Other significant electoral results for European green parties include Germany 's Alliance ' 90 / The Greens in the 2002 German federal election and France 's Europe Ecology - The Greens in the 2012 French legislative election , in which they both won more seats than any other third party .","Germany also has a number of other parties , in recent history most importantly the Free Democratic Party ( FDP ) , Alliance 90 / The Greens , The Left , and more recently the Alternative for Germany ( AfD ) , founded in 2013 .","His article "" On New and Radical Centrism "" argued that the Greens did relatively well in the 2017 German federal election not only because of their stance against the "" system "" but also as a result of "" a more centrist , socio-liberal , pro-European constituency that felt alienated by the power-sharing cartel "" of the larger parties .","However , when the Socialists came second in the European election behind the centre-right European People 's Party ( EPP ) , Germany 's Social Democratic Party of Germany announced that they would accept one of Chancellor Angela Merkel ' s conservatives taking the German post on the European Commission if Schulz remained president of the European Parliament.Stephen Brown , Holger Hansen and Michelle Martin ( 20 June 2014 ) , "" ."
"Butler was able to speak fluent French to French Foreign Minister Maurice Couve de Murville , to the latter 's surprise.Jago 2015 , p.319 His only major foreign trip was to Washington in late March 1964 , where President Lyndon Johnson complained about Britain selling Leyland buses to Cuba , whose Fidel Castro regime was then under US trade embargo.Jago 2015 , p.400","In the summer of 1924 Butler took part in the ESU USA Tour , a seven-week debating tour of Canada and the United States run by the English-Speaking Union .Jago 2015 , p.33 They debated two motions : democracy "" versus "" personal liberty and closer relations with the Soviet Union.Anglo-Soviet relations were extremely topical that year .","In the 1964 United Kingdom general election campaign , Butler played only a small part , showing his lack of stomach for the fight by agreeing with the journalist George Gale of the "" Daily Express "" that the very close campaign "" might yet slip away "" in the "" last few days .","Lloyd was the leader at the Foreign Ministers ' conference in Geneva in June 1959 ( with Christian Herter , Maurice Couve de Murville and Andrei Gromyko ) and kept it going , allowing Eisenhower to issue his invitation to Khrushchev to visit Washington in August .","According to the Duchess of Devonshire , who travelled with the British delegation to Kennedy 's funeral in November 1963 , Macmillan 's successor as Prime Minister Alec Douglas-Home had wanted to appoint Ormsby-Gore as Foreign Secretary , but R. A. Butler had insisted on having this post as a condition of serving under Home.Deborah , Duchess of Devonshire , Diary , 27 November 1963 , quoted in Deborah Devonshire ( 2010 ) "" Wait For Me ! ""","In 1964 , Castro was selected by President Lyndon B. Johnson to become U.S. Ambassador to El Salvador at the recommendation of U.S. Senator Carl Hayden , despite controversy over Castro 's surname being associated with Cuban President Fidel Castro ."
"After the 2019 European Parliament election in Italy , Lega Nord co-founded the Identity and Democracy ( ID ) group , alongside the French National Rally , the Danish People 's Party , the Freedom Party of Austria , the Conservative People 's Party of Estonia , the Finns Party , the Belgian Vlaams Belang , the Czech Freedom and Direct Democracy party , and Alternative for Germany .","In the 2019 European Parliament election in Italy , the Italian Eurosceptic- souverainist right-wing , represented in large part by Lega Nord , obtained negative results and no presidency in the committees of the European Parliament ; on the contrary pro-EU Italian Democratic Party member , David Sassoli , was elected President of the European Parliament .","It is part of the Identity and Democracy group , which also includes the Freedom Party of Austria , Italian Lega Nord , Vlaams Belang , the Alternative for Germany , the Czech Freedom and Direct Democracy , the Dutch Freedom Party , the Conservative People 's Party of Estonia , the Finns Party , and the Danish People 's Party .","In the 2018 Italian general election , the League was the third-largest party behind the Five Star Movement ( M5S ) and the Democratic Party ( PD ) , while in the 2019 European Parliament election in Italy became the largest .","Following the 2004 European Parliament election in Italy , Lega Nord joined the Independence / Democracy ( I / D ) group and later the Union for Europe of the Nations ( UEN ) , a seemingly awkward affiliation for a party proposing a "" Europe of the Regions "" - but in the Lega Nord 's view a state 's "" regions "" are populated by "" nations "" such as the Catalans or the Lombards .","Following the 2009 European Parliament election in Italy , Lega Nord joined the newly formed the Europe of Freedom and Democracy ( EFD ) group ."
"Shortly after the referendum on the status of Crimea held on 16 March 2014 , the chairpersons of the Weimar Triangle parliaments 's committees on foreign affairs - Elisabeth Guigou of France , Norbert Röttgen of Germany and Grzegorz Schetyna of Poland - visited Kyiv to express their countries "" firm support of the territorial integrity and the European integration of Ukraine .","On March 5 , 2014 , "" The Washington Post "" published an op-ed piece by Kissinger , 11 days before the Crimean referendum on whether Autonomous Republic of Crimea should officially rejoin Ukraine or join neighboring Russia .","However , the 2014 Ukrainian parliamentary election following the Russian invasion of Ukraine and the annexation of Crimea resulted in the loss of its 32 members and no parliamentary representation .. 8 November 2014 .","On March 3 , 2014 , between the February 22 ousting of Ukraine President Viktor Yanukovych and the March 16 , Crimean referendum , Brzezinski authored an op-ed piece for "" The Washington Post "" entitled "" What is to be done ? Putin 's aggression in Ukraine needs a response .","In March 2015 , Germany 's Minister of Defence Ursula von der Leyen hosted her counterparts Jean-Yves Le Drian of France and Tomasz Siemoniak of Poland to revive a meeting format intended to promote co-operation between the three countries in crisis zones ; it was the first meeting between the Weimar Triangle defence ministers since 2007 .","In March 2005 , during his first trip to Berlin since being sworn in , President Viktor Yushchenko of Ukraine in a speech before the German Bundestag asked for a visa-free regime for business people , students , artists and young people seeking contact with EU countries.Judy Dempsey ( March 10 , 2005 ) , "" ."
"In March 2015 , Germany 's Minister of Defence Ursula von der Leyen hosted her counterparts Jean-Yves Le Drian of France and Tomasz Siemoniak of Poland to revive a meeting format intended to promote co-operation between the three countries in crisis zones ; it was the first meeting between the Weimar Triangle defence ministers since 2007 .","In an interview to the news magazine "" Der Spiegel "" , the German minister of defence Ursula von der Leyen said on Friday , 11 March 2016 , that the refugee crisis had made good cooperation between EU and Turkey an "" existentially important "" issue .","The "" Weimar Triangle "" is , loosely , a grouping of Poland , Germany , and France .","Shortly after the referendum on the status of Crimea held on 16 March 2014 , the chairpersons of the Weimar Triangle parliaments 's committees on foreign affairs - Elisabeth Guigou of France , Norbert Röttgen of Germany and Grzegorz Schetyna of Poland - visited Kyiv to express their countries "" firm support of the territorial integrity and the European integration of Ukraine .","On behalf of the German Federal Government , in addition to Chancellor Merkel and Defence Minister von der Leyen , Foreign Minister Heiko Maas , Vice-Chancellor and Finance Minister Olaf Scholz , Economics Minister Peter Altmaier , Health Minister Jens Spahn and Agriculture Minister Julia Klöckner attended the conference .","For the first time , the defense ministers of Germany and France , Ursula von der Leyen and Jean-Yves Le Drian , opened the conference together ."
"After the 2017 2017 French presidential election and 2017 French legislative election elections , negotiations to merge the PR and the PRG began .","After the right ( the RPR and UDF ) won the 1978 French legislative election and the subsequent focus of both groups towards the 1981 French presidential election , the relations between the two parties of the parliamentary majority deteriorated .","However , a minority of the PRG refused to unite with PR and founded a new party , which was joined by some left-wing members of the Radical Movement ( most notably the last president of the PRG Sylvia Pinel ) a year later , when the movement decided to ally Emmanuel Macron ' s La République En Marche ! for the 2019 European Parliament election .",The MRG won 14 seats in the subsequent 1981 French legislative election and participated in PS-led governments between 1981 and 1986 and again between 1988 and 1993 .,"The PRG supported François Hollande , the eventual winner of the primaries and the 2012 French presidential election .","In the 2012 French legislative election , the PRG won 12 seats ."
Sarkozy was defeated in 2012 French presidential election .,Nicolas Sarkozy was elected President of France in 2007 French presidential election .,"Endorsing Nicolas Sarkozy for the 2012 French presidential election , he deplored the role of biased media in the campaign and dismissed François Hollande "" s economic program as "" "" dangerous "" .",""" Considering the weak score of Sarkozy in his Gironde 's 2nd constituency , he renounced to be candidate at the 2012 French legislative election .","In the 2012 French presidential election , François Hollande , candidate of the Socialist Party , defeated Sarkozy by a 3.2 % margin .",He was a candidate at the 2002 French presidential election .
"King supported French right-wing populist politician , leader of the Front National Marine Le Pen in the 2017 French presidential election .","In 2017 , Marine Le Pen met with and was interviewed for the British radio station LBC by former UK Independence Party leader Nigel Farage , who had previously been critical of the FN .","Farage initially endorsed Nicolas Dupont-Aignan of Debout la France , another party of the Alliance for Direct Democracy in Europe , and later supported Marine Le Pen of the National Front , for the second round of the 2017 French presidential election .","Described as more republican than her nationalist father , Le Pen has led a movement of "" de-demonization of the National Front "" to soften its image , A vocal opponent of the United States and NATO , she has pledged to remove France from their spheres of influence .","Following the increase in support for the FN in the presidential election , Le Pen announced the formation an electoral coalition to contest the 2012 French legislative election called the Rassemblement bleu Marine .","Parallels are often drawn with the situation in France two years later , when far-right Front National Party leader Jean-Marie Le Pen similarly drew the second largest number of votes and was elevated , but defeated , in the presidential run-off against Jacques Chirac ."
