"Since the Second World War the only leaders to have done so have been French president Charles de Gaulle in 1960 , South African president Nelson Mandela in 1996 , Pope Benedict XVI in 2010 , U.S. president Barack Obama in 2011 and Burmese opposition leader Aung San Suu Kyi in 2012. and Aung San Suu Kyi was the first non-head of state to be given the accolade of addressing MPs and peers in Westminster Hall .","Other famous visitors to Áras an Uachtaráin have been Nelson Mandela , Aung Sang Suu Kyi , Princess Grace of Monaco and her husband , Prince Rainier III ; King Baudouin of the Belgians ; King Juan Carlos and Queen Sofía ; Pope John Paul II ; Prince Charles , Prince Philip , Indian prime-ministers Jawaharlal Nehru and Narendra Modi , and Pope Francis .","Among the world leaders who have visited Leinster House to address joint sessions of the Oireachtas are U.S. presidents John F. Kennedy , Ronald Reagan and Bill Clinton , British Prime Minister Tony Blair , Australian prime ministers Bob Hawke , Paul Keating , John Howard and French President François Mitterrand .",Among the guests were United States President Lyndon B. Johnson ; Princess Grace of Monaco ; former US First Lady Jacqueline Kennedy Onassis ; Emperor Haile Selassie of Ethiopia ; and French president Charles de Gaulle .,""" In recent years British historians headed by Simon Sebag-Montefiore have included this speech in a book on speeches that changed the world , which includes others by Martin Luther King , Jr , Nelson Mandela , Winston Churchill and John F. Kennedy .","Likewise , she visited Pius XII ( 1950 ) , Charles de Gaulle ( 1961 ) , and John F. Kennedy ( 1963 ) .Kreins , Jean-Marie ."
"181 Early in the war , American Virginia Hall functioned as the unofficial nerve center of several SOE networks in Vichy France .Gralley , Craig R. ( March 2017 ) , "" A Climb to Freedom : A Personal Journey in Virginia Hall 's Steps , "" "" Studies in Intelligence , "" Vol .","In the south there existed the vassal state of Vichy France under the military "" Hero of the Verdun , "" Marshal Philippe Pétain whose "" Révolution nationale "" emphasised an authoritarian Catholic conservative politics .","One of the best known illegal routes operated out of Marseilles , where Varian Fry , an American journalist , worked to raise funds , forge papers and bribe officials with Hiram Bingham IV , the American vice-consul there .","Vichy France fought for control over the French colonial empire with the Free French forces , which were helped by Britain and the U.S. By 1943 , all of the colonies , except for Indochina , had joined the Free French cause.Martin Thomas , "" The French Empire at War , 1940-1945 "" ( Manchester University Press , 2007 )","He joined the "" Comité national français "" , ( Government of the Free France , fighting Vichy France , and the Axis powers ) in London , then ran the "" commissariat national à l 'Information "" ( 1942 ) .","Southern France was administered by a puppet government under Philippe Pétain in Vichy , known therefore as Vichy France ."
"the largest contributors for the UN peacekeeping financial operations for the period 2019-2021 are : the United States 27.89 % China 15.21 % , Japan 8.56 % , Germany 6.09 % , the United Kingdom 5.78 % , France 5.61 % , Italy 3.30 % and the Russian Federation 3.04 % .","Currently , Russia n peacekeepers .","Besides the FARDC , the largest peacekeeping mission of the United Nations , known as MONUSCO , is also present in the country with about 18,000 peacekeepers .","Among the countries maintaining some of the world 's largest military budgets , China , India , France , Germany , Japan , Russia , the United Kingdom and the United States are frequently recognized to be great power s .","In 2018 , the United States spent 3.2 % of its GDP on its military , while China 1.9 % , Russia 3.9 % , France 2.3 % , United Kingdom 1.8 % , United Kingdom 1.8 % , India 2.4 % , Israel 4.3 % , South Korea 2.6 % and Germany spent 1.2 % of its GDP on defense .","The period that followed was relatively peaceful , with the United Nations ' largest peacekeeping force maintaining the peace ."
"Previously , many had speculated that Fox was of Irish descent , but it was discovered that Vicente 's grandfather was born Joseph Louis Fuchs in Cincinnati , Ohio , and was the son of German Catholic immigrants , Louis Fuchs and Catherina Elisabetha Flach , of Strasbourg , now in France.Find A Grave Database / accessed 26 January 2018 / Ireland .","On his father 's side , he was descended from Irish immigrants born in counties Galway , Roscommon , and Tipperary .Day ( 2015 ) , p .","His grandparents were immigrants from Russia and Galicia .U.S. Census , January 1 , 1920 , Wisconsin , Rock County , Janesville , enumeration district 112 , p .","His father was of Irish descent , and his maternal grandparents were immigrants from Italy .","His paternal family were among the first German settlers in Louisiana and his mother came from a noble Spain family , her father coming to Louisiana with the Spanish Army .. They had four daughters and one son .",His paternal grandparents were Basque immigrants from Spain and his mother was of half Irish and half Italian ancestry .
"Other significant electoral results for European green parties include Germany 's Alliance ' 90 / The Greens in the 2002 German federal election and France 's Europe Ecology - The Greens in the 2012 French legislative election , in which they both won more seats than any other third party .",In the 2017 German federal election the Greens came sixth with 8.9 % of the votes and 67 out of 709 seats in the Bundestag .,"Despite the crises of the preceding electoral period , in the 2002 German federal election , the Greens increased their total to 55 seats ( in a smaller parliament ) and 8.6 % .","The Italian Federation of the Greens , the French Greens , the German Alliance ' 90 / The Greens and both Belgian Green parties , the French-speaking Ecolo and the Dutch-speaking Agalev were part of government during the late 1990s .","The German Green Party was not the first Green Party in Europe to have members elected nationally but the impression was created that they had been , because they attracted the most media attention : The German Greens , contended in their first national election in the 1980 West German federal election .","The party , in alliance with The Greens obtained about 14 % of the vote in the 1992 French regional elections ; but the 1993 French legislative election was disappointing for the Green-GE alliance , as it failed to win any seats and won only 7 % ( other ecologist parties brought the score up to 11 % ) , when polls had given them up to 16 % ."
He became honorary chairman of the party and won his seat again at the 2014 European Parliament election in France .,He was re-elected at the 2014 European Parliament election in France .,"In 2014 European Parliament election in Finland European Parliament election , the party regained their seat .","In 1994 he was 1994 European Parliament election in France as a member of the European Parliament , representing the "" Majorité pour l 'autre Europe "" party , and subsequently became the leader of the eurosceptic Europe of Nations group within the European Parliament .","He led his party into several elections , including the 2014 European Parliament election in the United Kingdom .",He was re-elected 2009 European Parliament election in the Czech Republic and became Vice-Chairman of the newly founded ECR .
""" WALL STREET JOURNAL , 19 Jan 2018 , p.1 The majority of foreigners are from : Belgium , France , Italy , Germany , and Portugal .. "" "" Statnews 16 / 2013 , op statec.lu , 18 April 2013 .","International exchanges include those in Basel ( listed in 1967 ) , Geneva ( 1967 ) , Zürich ( 1967 ) , Luxembourg ( 1979 ) , London ( 1988 ) , and New York ( 1988 ) .","It concerns Belgium ( Brussels and Wallonia ; 350,000 learners ) , Germany ( Lower Saxony and North Rhine-Westphalia , 40,000 learners ) and France ( Nord-Pas-de-Calais , 8,000 learners ) .","In over 15 years , nearly one million emigrated to France , another million to the United States , many hundreds of thousands to Germany , Switzerland , the United Kingdom , Luxembourg , Venezuela , or Brazil .",""" "" Wall Street Journal "" , 23 February 2007 He called for France to play a greater role in the European Union ' s affairs , and supports the ratification of a European Constitution , in a more concise and readable form than the one voted down by the French electorate in 2005 .","In addition to the major cities of Portugal , Lusa has permanent branches or correspondents in Belgium , Spain , Germany , United Kingdom , France , Luxembourg , Russia , Estonia , Guinea-Bissau , Cape Verde , Angola , Mozambique , India , São Tomé and Príncipe , South Africa , Algeria , East Timor , Macau , China , Brazil , Venezuela , United States , Canada and Australia ."
"Bangui was founded by Albert Dolisie and Alfred Uzac on 26 June 1889 , in what was then the upper reaches of the French Congo , the present-day Republic of the Congo ( Brazzaville ) .Roman Adrian Cybriwsky , "" Capital Cities around the World : An Encyclopedia of Geography , History , and Culture "" , ABC-CLIO , USA , 2013 , p .","The city was colonized as a trading post by Henry Morton Stanley in 1881.Roman Adrian Cybriwsky , "" Capital Cities around the World : An Encyclopedia of Geography , History , and Culture "" , ABC-CLIO , USA , 2013 , p .",Brazzaville ( ; Teke : Ncuna ) is the capital and largest city of the Republic of the Congo ( Congo Republic ) .,"Bangui is home to the University of Bangui , founded in 1969 by President Jean-Bédel Bokassa who named it after himself ; it started functioning in 1970 .","While Stanley was exploring Congo on behalf of Leopold II of Belgium , the Franco-Italian marine officer Pierre Savorgnan de Brazza travelled into the western Congo basin and raised the French flag over the newly founded Brazzaville in 1881 , thus occupying today 's Republic of the Congo .","In 1881 , French naval officer Pierre Savorgnan de Brazza was dispatched to central Africa , travelled into the western Congo basin and raised the French flag over the newly-founded Brazzaville in what is now the Republic of Congo ."
"In fact , the French Government had told its army commander not to go into Belgium before a German invasion .Margaret MacMillan : The War that Ended the Peace ( 2013 ) p.585 The German invasion brought United Kingdom into the war as one of the guarantors of Belgian neutrality under the Treaty of 1839 .","The state was formed by secession from the United Kingdom of the Netherlands in 1830 , whose neutrality and integrity was protected by the Treaty of London 1839 ; thus it served as a buffer state after the Napoleonic Wars between the European powers France , Prussia ( after 1871 the German Empire ) and the United Kingdom until World War I , when its neutrality was breached by the Germans .","Bethmann-Hollweg , much of whose foreign policy before the war had been guided by his desire to establish good relations with Britain , was particularly upset by Britain 's declaration of war following the German violation of Belgium ' s neutrality during its invasion of France .","On 10 May 1940 , eight months after Britain and France had declared war on Germany , German troops marched into Belgium , the Netherlands and Luxembourg , marking the end of the Phoney War and the beginning of the Battle of France .","On 10 May the Phoney War ended with a sweeping German invasion of the neutral Low Countries of Belgium , the Netherlands , and Luxembourg , and into French Third Republic bypassing the French fortifications of the Maginot Line along the border with Germany .","Britain and France had signed military assistance treaties with Second Polish Republic and two days after the German Invasion of Poland ( on 1 September 1939 ) , both declared war against Nazi Germany ."
"In 2016 Jean-Luc Mélenchon , formerly of the ICO , launched the left-wing political platform "" La France Insoumise ' "" ( Unbowed France ) subsequently endorsed by several parties , including his own Left Party and the French Communist Party .","Since 2009 the PCF has been a leading member of the Left Front ( "" Front de gauche "" ) , alongside Jean-Luc Mélenchon ' s Left Party ( PG ) .","During the 2017 French presidential election , the PCF supported Mélenchon 's candidature ; however , tensions between the PCF and Mélenchon 's movement , La France insoumise , have led the two movements to campaign separately for the general elections .","This group , which wanted to be a part of the left-wing Common Programme , broke away to create the Radical Party of the Left ( MRG ) and at the 1974 French presidential election , supported Mitterrand , the candidate of the left-wing .","Emmanuel Macron , a former member of the Socialist Party , launched La République En Marche ! in 2016 and was elected President of France the next year .","In 2016 Emmanuel Macron , a former member of the Socialist Party , launched La République En Marche ! , a liberal party , and was elected President of France in the 2017 French presidential election ."
"In the 2012 French legislative election , the National Front won two seats : Gilbert Collard and Marion Maréchal .","In the 2014 European Parliament election in France , the National Front won the elections with 24.85 % of the vote , a swing of 18.55 % , winning 24 seats , up from 3 previously .","During the 2017 French legislative election , the FN received 13.02 % of the vote , which represented a disappointment compared to the 13.07 % of the 2012 elections .","Marine Le Pen was elected to the National Assembly for the first time , and Gilbert Collard was re-elected .","In the 2012 French legislative election , the PRG won 12 seats .","Nationally , the FN had two lawmakers elected : Le Pen 's niece Marion Maréchal and Gilbert Collard ."
"During the 2017 French legislative election , the FN received 13.02 % of the vote , which represented a disappointment compared to the 13.07 % of the 2012 elections .","The FN received 33.9 % of the votes in the 2017 French presidential election , making it the largest Eurosceptic party in France .","In the 2014 European Parliament election in France , the National Front won the elections with 24.85 % of the vote , a swing of 18.55 % , winning 24 seats , up from 3 previously .","The next year , it scored 4.1 % in the 1993 French legislative election while all of the ecologist votes represented 11 % .","Le Pen came fourth in the election with 11 % of the vote , and the party won no seats in the 2007 French legislative election .","On 24 May 2014 , the FN won the 2014 European Parliament election in France , with 24.90 % of the vote ."
"While the conference was ongoing , Nguyễn Ái Quốc was already delivering speeches on the prospects of Bolshevism in Asia and was attempting to persuade French Socialists to join Lenin ' s Communist International .Brett Reilly review of "" Embers of War : The Fall of an Empire and the Making of America 's Vietnam "" by Fredrik Logevall , Journal of Vietnamese Studies 11.1 ( 2016 ) , 147.r","De Gaulle had intended to hold on to France 's Indochina colony , ordering the parachuting of French agents and arms into Indochina in late 1944 and early 1945 with orders to attack the Japanese as American troops hit the beaches.Karnow pp. 143-4 Although de Gaulle had moved quickly to consolidate French control of the territory during his brief first tenure as president in the 1940s , the communist Vietminh under Ho Chi Minh began a determined campaign for independence from 1946 onwards .","In December 1920 , Quốc ( Ho ) became a representative to the Congress of Tours of the Socialist Party of France , voted for the Third International and was a founding member of the French Communist Party .","In response to President Ngo Dinh Diem ' s abrogation of the 1956 reunification election and suppression of communists during the late 1950s , Hanoi had begun sending arms and material to the Vietcong ( VC ) , who were fighting an insurgency to topple the American-supported Saigon government.Karnow , pps .","The communist movement in Cambodia and Vietnam began before World War II with the founding of the Indochinese Communist Party ( ICP ) , almost exclusively dominated by the Vietnamese , originally meant to fight French colonial rule in Indochina .Morris , p .","Subjects ' studies included the exploitation by American imperialism of workers in other countries , the glory of labor , the inevitable victory of Vietnam , led by the Communist Party of Vietnam , over the U.S. , and the generosity of the new government toward the "" rebels "" ( those who fought on the other side during the war ) ."
"On 14 July 2012 , President François Hollande announced that Jospin would lead a commission on deontology and ethics in French political life .",Jospin was First Secretary of the Socialist Party from 1995 to 1997 and the party 's candidate for President of France in the 1995 French presidential election and 2002 French presidential election .,"In 2006 , Jospin made it known that he was available to be the Socialist candidate for the 2007 French presidential election , but when Ségolène Royal became ascendant in the polls , he declined to enter the 2006 French Socialist Party presidential primary in order not to "" divide the party .","Five years after volunteering as a student to work for François Mitterrand ' s ultimately unsuccessful campaign in the 1974 French presidential election , Hollande joined the Socialist Party .","Hollande pleaded for reconciliation and for the party to unite behind Jacques Delors , the President of the European Commission , but Delors renounced his ambitions to run for the French presidency in 1995 French presidential election .",The immediate resignation of Jospin from politics following his shock defeat by far-right candidate Jean-Marie Le Pen in the first round of the 2002 French presidential election forced Hollande to become the public face of the party for the 2002 French legislative election .
"After this campaign , Augustin Robespierre sent Bonaparte on a mission to the Republic of Genoa to determine that country 's intentions towards France.Patrice Gueniffey , "" Bonaparte : 1769-1802 "" ( Harvard UP , 2015 ) , pp. 137-59 .","Napoleon was born the same year the Republic of Genoa , a former commune of Italy , Napoleon 's parents fought against the French to maintain independence even when Maria was pregnant with him .","In July 1793 , Bonaparte published a pro-republican pamphlet entitled "" Le souper de Beaucaire "" ( Supper at Beaucaire ) which gained him the support of Augustin Robespierre , younger brother of the Revolutionary leader Maximilien Robespierre .","He next entered into relations with the family of Napoleon Bonaparte , and in 1799 , after the coup of 18 Brumaire , again entered politics , becoming successively "" préfet "" of the Seine-Inférieure "" département "" , member of the "" Conseil d 'État "" , and finance minister to Jérôme Bonaparte , Kingdom of Westphalia , during the First French Empire .","The leaders of the Directory in Paris feared Napoleon Bonaparte ' s popularity after his victories in Italy , so they were relieved when he proposed to depart France and mount an expedition to Egypt to gain further glory .","In 1815 he gave his support to Joachim Murat and his Neapolitan anti- Austrian Empire expedition : after the latter 's fall , he escaped to France , and then proceeded to Geneva , where he began teaching a course of jurisprudence applied to Roman law , the success of which gained him the unusual honour of naturalization as a citizen of Geneva ."
"However , the 1794 decree was only implemented in Saint-Domingue , Guadeloupe and Guyane , and was a dead letter in Senegal , Mauritius , Reunion and Martinique , the last of which had been conquered by the British , who maintained the institution of slavery on that Caribbean island.Sue Peabody , "" French Emancipation "" 2019 .","On 27 April 1848 , under the French Second Republic ( 1848-52 ) , the decree-law of Schœlcher abolished slavery in the remaining colonies .","However , while he was successful in restoring slavery in the eastern Caribbean , Napoleon failed in his attempts to subdue Saint-Domingue , and the colony that France once proudly boasted of as the "" Pearl of the Antilles "" became independent as Haiti in 1804 .","On behalf of San Domingue he signed the Whitehall Accord , which placed the colony ( along with Guadaloupe and Martinique ) under the authority of the British Empire , whilst ensuring the profitability of the sugar plantations by overturning the recent French declaration abolishing slavery .",""" By a decree of 4 February 1794 ( 16 pluviôse ) it also ratified and expanded to the whole French colonial empire the 1793 abolition of slavery on Saint-Domingue by civil commissioners Léger-Félicité Sonthonax and Étienne Polverel , though this did not affect Martinique or Guadeloupe and was abolished by the law of 20 May 1802 .","Between 1791 and 1804 , the leaders François Dominique Toussaint-Louverture and Jean-Jacques Dessalines led the revolution against the slave system established on the island ; slavery in Saint-Domingue , along with other Caribbean colonies from the French colonial empire , was the third largest source of income to France ."
He was re-elected at the 2014 European Parliament election in France .,He became honorary chairman of the party and won his seat again at the 2014 European Parliament election in France .,"He was re-elected in the 2004 European Parliament election in the United Kingdom , 2009 European Parliament election in the United Kingdom , 2014 European Parliament election in the United Kingdom and 2019 European Parliament election in the United Kingdom European Parliament elections .","In 1994 he was 1994 European Parliament election in France as a member of the European Parliament , representing the "" Majorité pour l 'autre Europe "" party , and subsequently became the leader of the eurosceptic Europe of Nations group within the European Parliament .",He was re-elected at the 2009 European Parliament election in Ireland .,"He was re-elected in 2004 European Parliament election in Italy , 2009 European Parliament election in Italy and 2014 European Parliament election in Italy ."
"According to a 2014 Organisation internationale de la Francophonie report , 33 million Congolese people ( 47 % of the population ) could read and write in French .","The French colony of French Congo ( Moyen Congo ) also chose the name Republic of Congo upon its independence , so the two countries are more commonly known as Congo-Léopoldville and Congo-Brazzaville , after their capital cities .","This article is about the demographic features of the population of the Democratic Republic of the Congo , including ethnicity , education level , health of the populace , economic status , religious affiliations and other aspects of the population .","Millions of the Democratic Republic of the Congo people died : modern estimates range from 1 million to 15 million deaths , with a consensus growing around 10 million .","In the 1950s a Congolese middle class , modest at first , but steadily growing , emerged in the main cities ( Léopoldville , Lubumbashi , Kisangani and Kananga ) .Nzongola-Ntalaja , G. ( 2002 ) .","In the Democratic Republic of the Congo most also speak French and others speak either Lingala , a common lingua franca in Western Congo , or Kikongo ya Leta ( generally known as Kituba particularly in DR Congo ) , a creole form of Kikongo spoken widely in the Republic of the Congo , in the Democratic Republic of the Congo and in Angola ."
